GO_ID
GO:0000030
GO:0000049
GO:0000146
GO:0000149
GO:0000155
GO:0000166
GO:0000175
GO:0000217
GO:0000287
GO:0000295
GO:0000339
GO:0000900
GO:0000976
GO:0000977
GO:0000978
GO:0000981
GO:0000987
GO:0000993
GO:0001046
GO:0001067
GO:0001091
GO:0001098
GO:0001099
GO:0001216
GO:0001217
GO:0001221
GO:0001222
GO:0001223
GO:0001227
GO:0001228
GO:0001530
GO:0001540
GO:0001637
GO:0001653
GO:0001664
GO:0001671
GO:0001727
GO:0001784
GO:0001786
GO:0001965
GO:0001968
GO:0002020
GO:0002039
GO:0003674
GO:0003676
GO:0003677
GO:0003678
GO:0003682
GO:0003684
GO:0003688
GO:0003690
GO:0003697
GO:0003700
GO:0003712
GO:0003713
GO:0003714
GO:0003723
GO:0003724
GO:0003725
GO:0003727
GO:0003729
GO:0003730
GO:0003735
GO:0003743
GO:0003755
GO:0003756
GO:0003774
GO:0003777
GO:0003779
GO:0003785
GO:0003796
GO:0003823
GO:0003824
GO:0003887
GO:0003899
GO:0003916
GO:0003924
GO:0003925
GO:0004016
GO:0004022
GO:0004029
GO:0004030
GO:0004089
GO:0004112
GO:0004114
GO:0004115
GO:0004129
GO:0004175
GO:0004177
GO:0004180
GO:0004181
GO:0004190
GO:0004197
GO:0004222
GO:0004252
GO:0004364
GO:0004386
GO:0004396
GO:0004402
GO:0004407
GO:0004467
GO:0004497
GO:0004518
GO:0004519
GO:0004520
GO:0004521
GO:0004527
GO:0004529
GO:0004532
GO:0004536
GO:0004540
GO:0004549
GO:0004553
GO:0004568
GO:0004601
GO:0004620
GO:0004623
GO:0004629
GO:0004659
GO:0004672
GO:0004673
GO:0004674
GO:0004675
GO:0004683
GO:0004693
GO:0004707
GO:0004708
GO:0004709
GO:0004712
GO:0004713
GO:0004714
GO:0004715
GO:0004721
GO:0004722
GO:0004725
GO:0004784
GO:0004806
GO:0004812
GO:0004842
GO:0004843
GO:0004857
GO:0004860
GO:0004864
GO:0004866
GO:0004867
GO:0004869
GO:0004879
GO:0004888
GO:0004896
GO:0004930
GO:0004970
GO:0004984
GO:0005044
GO:0005048
GO:0005080
GO:0005085
GO:0005096
GO:0005102
GO:0005109
GO:0005112
GO:0005125
GO:0005126
GO:0005154
GO:0005178
GO:0005179
GO:0005184
GO:0005198
GO:0005200
GO:0005201
GO:0005215
GO:0005216
GO:0005217
GO:0005227
GO:0005230
GO:0005231
GO:0005242
GO:0005244
GO:0005245
GO:0005246
GO:0005249
GO:0005253
GO:0005254
GO:0005261
GO:0005262
GO:0005267
GO:0005272
GO:0005283
GO:0005310
GO:0005313
GO:0005315
GO:0005319
GO:0005337
GO:0005338
GO:0005342
GO:0005343
GO:0005345
GO:0005346
GO:0005372
GO:0005381
GO:0005385
GO:0005402
GO:0005416
GO:0005452
GO:0005484
GO:0005488
GO:0005496
GO:0005501
GO:0005504
GO:0005506
GO:0005507
GO:0005509
GO:0005515
GO:0005516
GO:0005518
GO:0005524
GO:0005525
GO:0005537
GO:0005539
GO:0005543
GO:0005544
GO:0005546
GO:0005547
GO:0005548
GO:0008009
GO:0008013
GO:0008017
GO:0008028
GO:0008047
GO:0008061
GO:0008066
GO:0008080
GO:0008081
GO:0008083
GO:0008092
GO:0008093
GO:0008094
GO:0008106
GO:0008131
GO:0008134
GO:0008137
GO:0008143
GO:0008146
GO:0008157
GO:0008168
GO:0008170
GO:0008171
GO:0008172
GO:0008173
GO:0008175
GO:0008186
GO:0008187
GO:0008188
GO:0008194
GO:0008198
GO:0008200
GO:0008201
GO:0008227
GO:0008233
GO:0008234
GO:0008235
GO:0008236
GO:0008237
GO:0008238
GO:0008252
GO:0008266
GO:0008270
GO:0008276
GO:0008289
GO:0008296
GO:0008301
GO:0008307
GO:0008320
GO:0008324
GO:0008373
GO:0008374
GO:0008375
GO:0008376
GO:0008378
GO:0008395
GO:0008408
GO:0008409
GO:0008417
GO:0008422
GO:0008483
GO:0008509
GO:0008514
GO:0008527
GO:0008528
GO:0008556
GO:0008641
GO:0008649
GO:0008757
GO:0009055
GO:0009881
GO:0009975
GO:0009982
GO:0010181
GO:0010333
GO:0010334
GO:0010484
GO:0010485
GO:0010851
GO:0015020
GO:0015026
GO:0015035
GO:0015036
GO:0015075
GO:0015078
GO:0015079
GO:0015081
GO:0015085
GO:0015101
GO:0015103
GO:0015106
GO:0015108
GO:0015144
GO:0015145
GO:0015149
GO:0015157
GO:0015166
GO:0015171
GO:0015172
GO:0015174
GO:0015175
GO:0015179
GO:0015205
GO:0015215
GO:0015216
GO:0015250
GO:0015252
GO:0015267
GO:0015269
GO:0015276
GO:0015291
GO:0015293
GO:0015294
GO:0015295
GO:0015296
GO:0015297
GO:0015318
GO:0015368
GO:0015370
GO:0015373
GO:0015377
GO:0015378
GO:0015385
GO:0015399
GO:0015453
GO:0015459
GO:0015464
GO:0015485
GO:0015556
GO:0015562
GO:0015605
GO:0015631
GO:0015645
GO:0015651
GO:0015662
GO:0015923
GO:0015925
GO:0015926
GO:0015929
GO:0015932
GO:0016209
GO:0016229
GO:0016247
GO:0016248
GO:0016251
GO:0016273
GO:0016274
GO:0016278
GO:0016279
GO:0016289
GO:0016298
GO:0016301
GO:0016405
GO:0016407
GO:0016408
GO:0016409
GO:0016410
GO:0016411
GO:0016413
GO:0016417
GO:0016462
GO:0016491
GO:0016500
GO:0016504
GO:0016538
GO:0016597
GO:0016614
GO:0016615
GO:0016616
GO:0016620
GO:0016627
GO:0016628
GO:0016638
GO:0016641
GO:0016645
GO:0016646
GO:0016651
GO:0016655
GO:0016661
GO:0016667
GO:0016668
GO:0016671
GO:0016679
GO:0016682
GO:0016684
GO:0016701
GO:0016702
GO:0016705
GO:0016706
GO:0016709
GO:0016712
GO:0016713
GO:0016717
GO:0016721
GO:0016722
GO:0016725
GO:0016740
GO:0016741
GO:0016742
GO:0016744
GO:0016746
GO:0016747
GO:0016755
GO:0016757
GO:0016758
GO:0016763
GO:0016765
GO:0016769
GO:0016772
GO:0016773
GO:0016775
GO:0016776
GO:0016779
GO:0016780
GO:0016782
GO:0016783
GO:0016787
GO:0016788
GO:0016790
GO:0016791
GO:0016798
GO:0016799
GO:0016810
GO:0016811
GO:0016812
GO:0016813
GO:0016814
GO:0016817
GO:0016818
GO:0016829
GO:0016830
GO:0016831
GO:0016832
GO:0016833
GO:0016835
GO:0016836
GO:0016837
GO:0016838
GO:0016840
GO:0016841
GO:0016846
GO:0016849
GO:0016853
GO:0016854
GO:0016857
GO:0016859
GO:0016860
GO:0016861
GO:0016863
GO:0016864
GO:0016866
GO:0016868
GO:0016874
GO:0016875
GO:0016877
GO:0016878
GO:0016879
GO:0016881
GO:0016887
GO:0016891
GO:0016895
GO:0016896
GO:0016903
GO:0016922
GO:0017022
GO:0017025
GO:0017046
GO:0017056
GO:0017069
GO:0017076
GO:0017080
GO:0017111
GO:0017124
GO:0017147
GO:0017171
GO:0018455
GO:0019001
GO:0019003
GO:0019104
GO:0019199
GO:0019200
GO:0019203
GO:0019205
GO:0019207
GO:0019208
GO:0019209
GO:0019210
GO:0019211
GO:0019212
GO:0019213
GO:0019239
GO:0019783
GO:0019787
GO:0019789
GO:0019825
GO:0019829
GO:0019838
GO:0019840
GO:0019842
GO:0019843
GO:0019863
GO:0019865
GO:0019887
GO:0019888
GO:0019894
GO:0019899
GO:0019900
GO:0019901
GO:0019902
GO:0019903
GO:0019904
GO:0019905
GO:0019914
GO:0019955
GO:0019956
GO:0020037
GO:0022803
GO:0022804
GO:0022824
GO:0022829
GO:0022832
GO:0022834
GO:0022835
GO:0022836
GO:0022839
GO:0022843
GO:0022848
GO:0022853
GO:0022857
GO:0022884
GO:0022890
GO:0030145
GO:0030159
GO:0030165
GO:0030170
GO:0030234
GO:0030246
GO:0030247
GO:0030276
GO:0030291
GO:0030295
GO:0030331
GO:0030332
GO:0030371
GO:0030414
GO:0030515
GO:0030544
GO:0030545
GO:0030546
GO:0030547
GO:0030551
GO:0030554
GO:0030594
GO:0030674
GO:0030695
GO:0030971
GO:0031072
GO:0031267
GO:0031369
GO:0031406
